COSEWICID,SCI_NAME,COM_NAME_E,TAXON_E,SAR_STAT_E,SCHEDULE_E,DataSource,PA_Type,PA_Name,area_in_CA_m2,area_in_AB_m2,area_in_PA_m2
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Fawcett Lake Provincial Recreation Area,869232480106,275808260939,469846
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,WPP,Otter-Orloff Lakes Wildland Provincial Park,869232480106,275808260939,70370215
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,WPP,Hubert Lake Wildland Provincial Park,869232480106,275808260939,97260536
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Hondo Natural Area,869232480106,275808260939,4355342
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Cross Lake Provincial Park,869232480106,275808260939,20670128
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Lawrence Lake Provincial Recreation Area,869232480106,275808260939,2670578
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Chain Lakes Provincial Recreation Area,869232480106,275808260939,209466
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Long Lake Provincial Park,869232480106,275808260939,7669831
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,North Buck Lake Provincial Recreation Area,869232480106,275808260939,1043103
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Poachers' Landing Provincial Recreation Area,869232480106,275808260939,17721218
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,WPP,La Biche River Wildland Provincial Park,869232480106,275808260939,175285128
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Garner Orchid Fen Natural Area,869232480106,275808260939,1668951
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Sir Winston Churchill Provincial Park,869232480106,275808260939,6702483
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Beaver Lake Provincial Recreation Area,869232480106,275808260939,929264
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Lakeland Provincial Park,869232480106,275808260939,149592093
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Jackson Lake Trail Staging Provincial Recreation Area,869232480106,275808260939,643213
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Moose Lake Provincial Park,869232480106,275808260939,7470046
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Lakeland Provincial Recreation Area,869232480106,275808260939,453508380
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Wolf Lake Provincial Recreation Area,869232480106,275808260939,379402
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,English Bay Provincial Recreation Area,869232480106,275808260939,188607
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,French Bay Provincial Recreation Area,869232480106,275808260939,4555586
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Cold Lake Provincial Park,869232480106,275808260939,56604376
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Bear Lake Natural Area,869232480106,275808260939,958203
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Clear Lake Natural Area,869232480106,275808260939,920681
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,WPP,Fort Assiniboine Sandhills Wildland Provincial Park,869232480106,275808260939,81976866
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Vega Natural Area,869232480106,275808260939,1008718
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Spruce Island Lake Natural Area,869232480106,275808260939,8328753
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Bridge Lake Natural Area,869232480106,275808260939,1120581
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Halfway Lake Natural Area,869232480106,275808260939,1292371
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Tawatinaw Natural Area,869232480106,275808260939,8564081
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Taylor Lake Natural Area,869232480106,275808260939,407657
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Crippsdale Natural Area,869232480106,275808260939,651599
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,White Earth Valley Natural Area,869232480106,275808260939,20438793
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Victoria Settlement Natural Area,869232480106,275808260939,165483
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Bellis North Natural Area,869232480106,275808260939,11112131
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Bellis Lake Natural Area,869232480106,275808260939,625878
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Garner Lake Provincial Park,869232480106,275808260939,681472
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Upper Mann Lake Natural Area,869232480106,275808260939,1322447
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Mallaig Provincial Recreation Area,869232480106,275808260939,23694
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Kehiwin Provincial Recreation Area,869232480106,275808260939,41801
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Franchere Bay Provincial Recreation Area,869232480106,275808260939,213049
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Whitney Lakes Provincial Park,869232480106,275808260939,15117944
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Coal Lake North Provincial Recreation Area,869232480106,275808260939,61264
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Miquelon Lake Provincial Park,869232480106,275808260939,12951631
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Parkland Natural Area,869232480106,275808260939,2610653
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Sherwood Park Natural Area,869232480106,275808260939,691562
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Hastings Lake Islands Natural Area,869232480106,275808260939,153166
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Edgar T. Jones Natural Area,869232480106,275808260939,885647
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,North Cooking Lake Natural Area,869232480106,275808260939,2143887
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Antler Lake Island Natural Area,869232480106,275808260939,25598
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Cooking Lake-Blackfoot Provincial Recreation Area,869232480106,275808260939,99994881
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NP,Elk Island National Park of Canada,869232480106,275808260939,195335801
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Northwest of Bruderheim Natural Area,869232480106,275808260939,2630372
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,North Bruderheim Provincial Recreation Area,869232480106,275808260939,4472753
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Redwater Provincial Recreation Area,869232480106,275808260939,22478073
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Beaverhill Natural Area,869232480106,275808260939,3218406
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Beaverhill Lake Heritage Rangeland Natural Area,869232480106,275808260939,177100031
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Vermilion Provincial Park,869232480106,275808260939,7646400
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,ER,Wainwright Dunes Ecological Reserve,869232480106,275808260939,29267871
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Ribstone Creek Heritage Rangeland Natural Area,869232480106,275808260939,85149116
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Killarney-Reflex Lakes Heritage Rgeland Natural Area,869232480106,275808260939,27979900
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Dillberry Lake Provincial Park,869232480106,275808260939,12524647
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Town Creek Natural Area,869232480106,275808260939,2602699
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Hoadley Natural Area,869232480106,275808260939,650120
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Lloyd Creek Natural Area,869232480106,275808260939,5836322
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Mount Butte Natural Area,869232480106,275808260939,631808
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Battle Lake Natural Area,869232480106,275808260939,652417
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Pigeon Lake Provincial Park,869232480106,275808260939,4544986
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,Peaceful Valley Provincial Recreation Area,869232480106,275808260939,427542
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Thorsby Natural Area,869232480106,275808260939,656348
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Clifford E. Lee Natural Area,869232480106,275808260939,111811
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Kakina Lake Natural Area,869232480106,275808260939,644637
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Bilby Natural Area,869232480106,275808260939,1223700
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Wagner Natural Area,869232480106,275808260939,2215740
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Lois Hole Centennial Provincial Park,869232480106,275808260939,20729010
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,George Lake Natural Area,869232480106,275808260939,1304358
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Big Island Provincial Park,869232480106,275808260939,795702
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Riverlot 56 Natural Area,869232480106,275808260939,1105039
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Strathcona Science Provincial Park,869232480106,275808260939,1173355
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Opal Natural Area,869232480106,275808260939,3746975
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Halfmoon Lake Natural Area,869232480106,275808260939,3347076
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Redwater River Natural Area,869232480106,275808260939,652041
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,WPP,Grizzly Ridge Wildland Provincial Park,869232480106,275808260939,107696732
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,WPP,Lesser Slave Lake Wildland Provincial Park,869232480106,275808260939,31328522
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Lesser Slave Lake Provincial Park,869232480106,275808260939,77656809
